"Tarih","Şimdi","Açılış","Yüksek","Düşük","Hac.","Fark %"
"21.10.2019","1,85","1,85","1,85","1,85","","0,00%"
"18.10.2019","1,85","1,85","1,85","1,85","","0,00%"
"17.10.2019","1,85","1,85","1,85","1,85","","-2,63%"
"16.10.2019","1,90","1,90","1,90","1,90","","0,00%"
"15.10.2019","1,90","1,90","1,90","1,90","","4,40%"
"14.10.2019","1,82","1,82","1,82","1,82","","0,00%"
"11.10.2019","1,82","1,82","1,82","1,82","","0,00%"
"10.10.2019","1,82","1,82","1,82","1,82","","0,00%"
"09.10.2019","1,82","1,82","1,82","1,82","","0,00%"
"08.10.2019","1,82","1,82","1,82","1,82","","0,00%"
"07.10.2019","1,82","1,82","1,82","1,82","","0,00%"
"04.10.2019","1,82","1,82","1,82","1,82","","-0,55%"
"03.10.2019","1,83","1,83","1,83","1,83","","-1,08%"
"02.10.2019","1,85","1,85","1,85","1,85","","-1,60%"
"01.10.2019","1,88","1,88","1,88","1,88","","-1,05%"
"30.09.2019","1,90","1,90","1,90","1,90","","3,83%"
"27.09.2019","1,83","1,83","1,83","1,83","","-1,08%"
"26.09.2019","1,85","1,85","1,85","1,85","","-2,63%"
"25.09.2019","1,90","1,90","1,90","1,90","","0,00%"
"24.09.2019","1,90","1,90","1,90","1,90","","0,00%"
"23.09.2019","1,90","1,90","1,90","1,90","","0,00%"
"20.09.2019","1,90","1,90","1,90","1,90","","0,00%"
"19.09.2019","1,90","1,90","1,90","1,90","","-15,56%"
"18.09.2019","2,25","2,25","2,25","2,25","","-2,17%"
"17.09.2019","2,30","2,30","2,30","2,30","","2,22%"
"16.09.2019","2,25","2,25","2,25","2,25","","5,14%"
"13.09.2019","2,14","2,14","2,14","2,14","","0,47%"
"12.09.2019","2,13","2,13","2,13","2,13","","0,00%"
"11.09.2019","2,13","2,13","2,13","2,13","","0,00%"
"10.09.2019","2,13","2,13","2,13","2,13","","0,00%"
"09.09.2019","2,13","2,13","2,13","2,13","","0,47%"
"06.09.2019","2,12","2,12","2,12","2,12","","-0,47%"
"05.09.2019","2,13","2,13","2,13","2,13","","0,00%"
"04.09.2019","2,13","2,13","2,13","2,13","","0,00%"
"03.09.2019","2,13","2,13","2,13","2,13","","0,00%"
"30.08.2019","2,13","2,13","2,13","2,13","","0,47%"
"29.08.2019","2,12","2,12","2,12","2,12","","0,00%"
"28.08.2019","2,12","2,12","2,12","2,12","","0,00%"
"27.08.2019","2,12","2,12","2,12","2,12","","0,00%"
"26.08.2019","2,12","2,12","2,12","2,12","","0,00%"
"23.08.2019","2,12","2,12","2,12","2,12","","0,00%"
"22.08.2019","2,12","2,12","2,12","2,12","","0,00%"
"21.08.2019","2,12","2,12","2,12","2,12","","-0,47%"
"20.08.2019","2,13","2,13","2,13","2,13","","0,00%"
"19.08.2019","2,13","2,13","2,13","2,13","","0,00%"
"16.08.2019","2,13","2,13","2,13","2,13","","0,00%"
"15.08.2019","2,13","2,13","2,13","2,13","","0,47%"
"14.08.2019","2,12","2,12","2,12","2,12","","0,00%"
"13.08.2019","2,12","2,12","2,12","2,12","","0,00%"
"12.08.2019","2,12","2,12","2,12","2,12","","0,00%"
"09.08.2019","2,12","2,12","2,12","2,12","","0,00%"
"08.08.2019","2,12","2,12","2,12","2,12","","0,00%"
"07.08.2019","2,12","2,12","2,12","2,12","","-0,47%"
"06.08.2019","2,13","2,13","2,13","2,13","","0,00%"
"05.08.2019","2,13","2,13","2,13","2,13","","-0,47%"
"02.08.2019","2,14","2,14","2,14","2,14","","0,00%"
"01.08.2019","2,14","2,14","2,14","2,14","","-10,83%"
"31.07.2019","2,40","2,40","2,40","2,40","","0,42%"
"30.07.2019","2,39","2,39","2,39","2,39","","-0,42%"
"29.07.2019","2,40","2,40","2,40","2,40","","0,00%"
"26.07.2019","2,40","2,40","2,40","2,40","","0,00%"
"25.07.2019","2,40","2,40","2,40","2,40","","0,00%"
"24.07.2019","2,40","2,40","2,40","2,40","","0,00%"
"23.07.2019","2,40","2,40","2,40","2,40","","0,00%"
"22.07.2019","2,40","2,40","2,40","2,40","","-0,41%"
"19.07.2019","2,41","2,41","2,41","2,41","","0,00%"
"18.07.2019","2,41","2,41","2,41","2,41","","0,00%"
"17.07.2019","2,41","2,41","2,41","2,41","","0,00%"
"16.07.2019","2,41","2,41","2,41","2,41","","0,42%"
"15.07.2019","2,40","2,40","2,40","2,40","","0,84%"
"12.07.2019","2,38","2,38","2,38","2,38","","-0,83%"
"11.07.2019","2,40","2,40","2,40","2,40","","-0,41%"
"10.07.2019","2,41","2,41","2,41","2,41","","0,00%"
"09.07.2019","2,41","2,41","2,41","2,41","","0,00%"
"08.07.2019","2,41","2,41","2,41","2,41","","-0,41%"
"05.07.2019","2,42","2,42","2,42","2,42","","0,41%"
"03.07.2019","2,41","2,41","2,41","2,41","","0,42%"
"02.07.2019","2,40","2,40","2,40","2,40","","0,42%"
"01.07.2019","2,39","2,39","2,39","2,39","","-0,42%"
"28.06.2019","2,40","2,40","2,40","2,40","","0,84%"
"27.06.2019","2,38","2,38","2,38","2,38","","0,00%"
"26.06.2019","2,38","2,38","2,38","2,38","","0,00%"
"25.06.2019","2,38","2,38","2,38","2,38","","0,00%"
"24.06.2019","2,38","2,38","2,38","2,38","","0,00%"
"21.06.2019","2,38","2,38","2,38","2,38","","0,42%"
"20.06.2019","2,37","2,37","2,37","2,37","","0,00%"
"19.06.2019","2,37","2,37","2,37","2,37","","0,00%"
"18.06.2019","2,37","2,37","2,37","2,37","","-0,42%"
"17.06.2019","2,38","2,38","2,38","2,38","","0,85%"
"14.06.2019","2,36","2,36","2,36","2,36","","-0,42%"
"13.06.2019","2,37","2,37","2,37","2,37","","0,00%"
"12.06.2019","2,37","2,37","2,37","2,37","","0,00%"
"11.06.2019","2,37","2,37","2,37","2,37","","0,00%"
"10.06.2019","2,37","2,37","2,37","2,37","","0,00%"
"07.06.2019","2,37","2,37","2,37","2,37","","0,00%"
"06.06.2019","2,37","2,37","2,37","2,37","","-0,42%"
"05.06.2019","2,38","2,38","2,38","2,38","","0,00%"
"04.06.2019","2,38","2,38","2,38","2,38","","0,00%"
"03.06.2019","2,38","2,38","2,38","2,38","","-0,83%"
"31.05.2019","2,40","2,40","2,40","2,40","","0,42%"
"30.05.2019","2,39","2,39","2,39","2,39","","0,00%"
"29.05.2019","2,39","2,39","2,39","2,39","","0,00%"
"28.05.2019","2,39","2,39","2,39","2,39","","0,42%"
"24.05.2019","2,38","2,38","2,38","2,38","","0,00%"
"23.05.2019","2,38","2,38","2,38","2,38","","0,00%"
"22.05.2019","2,38","2,38","2,38","2,38","","-0,42%"
"21.05.2019","2,39","2,39","2,39","2,39","","0,00%"
"20.05.2019","2,39","2,39","2,39","2,39","","0,00%"
"17.05.2019","2,39","2,39","2,39","2,39","","0,00%"
"16.05.2019","2,39","2,39","2,39","2,39","","-0,42%"
"15.05.2019","2,40","2,40","2,40","2,40","","0,84%"
"14.05.2019","2,38","2,38","2,38","2,38","","0,00%"
"13.05.2019","2,38","2,38","2,38","2,38","","0,00%"
"10.05.2019","2,38","2,38","2,38","2,38","","0,00%"
"09.05.2019","2,38","2,38","2,38","2,38","","-0,42%"
"08.05.2019","2,39","2,39","2,39","2,39","","-0,42%"
"07.05.2019","2,40","2,40","2,40","2,40","","0,00%"
"06.05.2019","2,40","2,40","2,40","2,40","","0,00%"
"03.05.2019","2,40","2,40","2,40","2,40","","-0,41%"
"02.05.2019","2,41","2,41","2,41","2,41","","-1,63%"
"01.05.2019","2,45","2,45","2,45","2,45","","0,00%"
"30.04.2019","2,45","2,45","2,45","2,45","","0,00%"
"29.04.2019","2,45","2,45","2,45","2,45","","0,41%"
"26.04.2019","2,44","2,44","2,44","2,44","","0,00%"
"25.04.2019","2,44","2,44","2,44","2,44","","0,00%"
"24.04.2019","2,44","2,44","2,44","2,44","","0,00%"
"23.04.2019","2,44","2,44","2,44","2,44","","0,00%"
"22.04.2019","2,44","2,44","2,44","2,44","","0,00%"
"19.04.2019","2,44","2,44","2,44","2,44","","0,41%"
"18.04.2019","2,43","2,43","2,43","2,43","","0,41%"
"17.04.2019","2,42","2,42","2,42","2,42","","0,41%"
"16.04.2019","2,41","2,41","2,41","2,41","","0,00%"
"15.04.2019","2,41","2,41","2,41","2,41","","0,00%"
"12.04.2019","2,41","2,41","2,41","2,41","","0,00%"
"11.04.2019","2,41","2,41","2,41","2,41","","0,00%"
"10.04.2019","2,41","2,41","2,41","2,41","","0,00%"
"09.04.2019","2,41","2,41","2,41","2,41","","0,00%"
"08.04.2019","2,41","2,41","2,41","2,41","","0,00%"
"05.04.2019","2,41","2,41","2,41","2,41","","0,00%"
"04.04.2019","2,41","2,41","2,41","2,41","","0,00%"
"03.04.2019","2,41","2,41","2,41","2,41","","0,00%"
"02.04.2019","2,41","2,41","2,41","2,41","","0,00%"
"01.04.2019","2,41","2,41","2,41","2,41","","-0,82%"
"29.03.2019","2,43","2,43","2,43","2,43","","0,83%"
"28.03.2019","2,41","2,41","2,41","2,41","","0,00%"
"27.03.2019","2,41","2,41","2,41","2,41","","0,42%"
"26.03.2019","2,40","2,40","2,40","2,40","","0,00%"
"25.03.2019","2,40","2,40","2,40","2,40","","-0,41%"
"22.03.2019","2,41","2,41","2,41","2,41","","0,00%"
"21.03.2019","2,41","2,41","2,41","2,41","","0,00%"
"20.03.2019","2,41","2,41","2,41","2,41","","0,42%"
"19.03.2019","2,40","2,40","2,40","2,40","","0,00%"
"18.03.2019","2,40","2,40","2,40","2,40","","0,00%"
"15.03.2019","2,40","2,40","2,40","2,40","","0,00%"
"14.03.2019","2,40","2,40","2,40","2,40","","0,00%"
"13.03.2019","2,40","2,40","2,40","2,40","","0,00%"
"12.03.2019","2,40","2,40","2,40","2,40","","0,00%"
"11.03.2019","2,40","2,40","2,40","2,40","","0,00%"
"08.03.2019","2,40","2,40","2,40","2,40","","0,00%"
"07.03.2019","2,40","2,40","2,40","2,40","","0,00%"
"06.03.2019","2,40","2,40","2,40","2,40","","0,00%"
"05.03.2019","2,40","2,40","2,40","2,40","","0,00%"
"04.03.2019","2,40","2,40","2,40","2,40","","0,00%"
"01.03.2019","2,40","2,40","2,40","2,40","","0,00%"
"28.02.2019","2,40","2,40","2,40","2,40","","0,00%"
"27.02.2019","2,40","2,40","2,40","2,40","","0,00%"
"26.02.2019","2,40","2,40","2,40","2,40","","0,00%"
"25.02.2019","2,40","2,40","2,40","2,40","","0,00%"
"22.02.2019","2,40","2,40","2,40","2,40","","0,00%"
"21.02.2019","2,40","2,40","2,40","2,40","","0,00%"
"20.02.2019","2,40","2,40","2,40","2,40","","0,00%"
"19.02.2019","2,40","2,40","2,40","2,40","","0,00%"
"15.02.2019","2,40","2,40","2,40","2,40","","0,00%"
"14.02.2019","2,40","2,40","2,40","2,40","","0,00%"
"13.02.2019","2,40","2,40","2,40","2,40","","0,00%"
"12.02.2019","2,40","2,40","2,40","2,40","","0,00%"
"11.02.2019","2,40","2,40","2,40","2,40","","0,00%"
"08.02.2019","2,40","2,40","2,40","2,40","","0,00%"
"07.02.2019","2,40","2,40","2,40","2,40","","0,00%"
"06.02.2019","2,40","2,40","2,40","2,40","","0,00%"
"05.02.2019","2,40","2,40","2,40","2,40","","0,00%"
"04.02.2019","2,40","2,40","2,40","2,40","","0,00%"
"01.02.2019","2,40","2,40","2,40","2,40","","0,00%"
"31.01.2019","2,40","2,40","2,40","2,40","","0,00%"
"30.01.2019","2,40","2,40","2,40","2,40","","0,00%"
"29.01.2019","2,40","2,40","2,40","2,40","","0,00%"
"28.01.2019","2,40","2,40","2,40","2,40","","0,00%"
"25.01.2019","2,40","2,40","2,40","2,40","","0,00%"
"24.01.2019","2,40","2,40","2,40","2,40","","0,00%"
"23.01.2019","2,40","2,40","2,40","2,40","","0,00%"
"22.01.2019","2,40","2,40","2,40","2,40","","0,00%"
"18.01.2019","2,40","2,40","2,40","2,40","","0,00%"
"17.01.2019","2,40","2,40","2,40","2,40","","0,00%"
"16.01.2019","2,40","2,40","2,40","2,40","","0,00%"
"15.01.2019","2,40","2,40","2,40","2,40","","0,00%"
"14.01.2019","2,40","2,40","2,40","2,40","","0,00%"
"11.01.2019","2,40","2,40","2,40","2,40","","0,00%"
"10.01.2019","2,40","2,40","2,40","2,40","","0,00%"
"09.01.2019","2,40","2,40","2,40","2,40","","0,00%"
"08.01.2019","2,40","2,40","2,40","2,40","","0,00%"
"07.01.2019","2,40","2,40","2,40","2,40","","0,00%"
"04.01.2019","2,40","2,40","2,40","2,40","","0,00%"
"03.01.2019","2,40","2,40","2,40","2,40","","0,00%"
"02.01.2019","2,40","2,40","2,40","2,40","","0,00%"
"31.12.2018","2,40","2,40","2,40","2,40","","0,00%"
"28.12.2018","2,40","2,40","2,40","2,40","","0,00%"
"27.12.2018","2,40","2,40","2,40","2,40","","0,00%"
"26.12.2018","2,40","2,40","2,40","2,40","","0,00%"
"24.12.2018","2,40","2,40","2,40","2,40","","0,00%"
"21.12.2018","2,40","2,40","2,40","2,40","","0,00%"
"20.12.2018","2,40","2,40","2,40","2,40","","9,09%"
"19.12.2018","2,20","2,20","2,20","2,20","","0,00%"
"18.12.2018","2,20","2,20","2,20","2,20","","0,00%"
"17.12.2018","2,20","2,20","2,20","2,20","","0,46%"
"14.12.2018","2,19","2,19","2,19","2,19","","0,00%"
"13.12.2018","2,19","2,19","2,19","2,19","","0,00%"
"12.12.2018","2,19","2,19","2,19","2,19","","0,00%"
"11.12.2018","2,19","2,19","2,19","2,19","","-0,45%"
"10.12.2018","2,20","2,20","2,20","2,20","","0,46%"
"07.12.2018","2,19","2,19","2,19","2,19","","-0,45%"
"06.12.2018","2,20","2,20","2,20","2,20","","0,00%"
"05.12.2018","2,20","2,20","2,20","2,20","","0,00%"
"04.12.2018","2,20","2,20","2,20","2,20","","0,46%"
"03.12.2018","2,19","2,19","2,19","2,19","","-0,45%"
"30.11.2018","2,20","2,20","2,20","2,20","","0,00%"
"29.11.2018","2,20","2,20","2,20","2,20","","0,00%"
"28.11.2018","2,20","2,20","2,20","2,20","","0,00%"
"27.11.2018","2,20","2,20","2,20","2,20","","0,00%"
"26.11.2018","2,20","2,20","2,20","2,20","","0,00%"
"23.11.2018","2,20","2,20","2,20","2,20","","0,00%"
"21.11.2018","2,20","2,20","2,20","2,20","","0,00%"
"20.11.2018","2,20","2,20","2,20","2,20","","0,00%"
"19.11.2018","2,20","2,20","2,20","2,20","","0,00%"
"16.11.2018","2,20","2,20","2,20","2,20","","0,00%"
"15.11.2018","2,20","2,20","2,20","2,20","","0,00%"
"14.11.2018","2,20","2,20","2,20","2,20","","0,00%"
"13.11.2018","2,20","2,20","2,20","2,20","","0,46%"
"12.11.2018","2,19","2,19","2,19","2,19","","0,00%"
"09.11.2018","2,19","2,19","2,19","2,19","","-0,45%"
"08.11.2018","2,20","2,20","2,20","2,20","","0,00%"
"07.11.2018","2,20","2,20","2,20","2,20","","0,00%"
"06.11.2018","2,20","2,20","2,20","2,20","","0,00%"
"05.11.2018","2,20","2,20","2,20","2,20","","0,46%"
"02.11.2018","2,19","2,19","2,19","2,19","","-0,45%"
"01.11.2018","2,20","2,20","2,20","2,20","","0,00%"
"31.10.2018","2,20","2,20","2,20","2,20","","0,00%"
"30.10.2018","2,20","2,20","2,20","2,20","","0,00%"
"29.10.2018","2,20","2,20","2,20","2,20","","0,00%"
"26.10.2018","2,20","2,20","2,20","2,20","","0,00%"
"25.10.2018","2,20","2,20","2,20","2,20","","0,00%"
"24.10.2018","2,20","2,20","2,20","2,20","","0,00%"
"23.10.2018","2,20","2,20","2,20","2,20","","0,46%"
"22.10.2018","2,19","2,19","2,19","2,19","","0,00%"
"19.10.2018","2,19","2,19","2,19","2,19","","0,00%"
"18.10.2018","2,19","2,19","2,19","2,19","","0,00%"
"17.10.2018","2,19","2,19","2,19","2,19","","0,46%"
"16.10.2018","2,18","2,18","2,18","2,18","","0,00%"
"15.10.2018","2,18","2,18","2,18","2,18","","0,00%"
"12.10.2018","2,18","2,18","2,18","2,18","","0,00%"
"11.10.2018","2,18","2,18","2,18","2,18","","0,00%"
"10.10.2018","2,18","2,18","2,18","2,18","","0,00%"
"09.10.2018","2,18","2,18","2,18","2,18","","0,00%"
"08.10.2018","2,18","2,18","2,18","2,18","","0,00%"
"05.10.2018","2,18","2,18","2,18","2,18","","0,00%"
"04.10.2018","2,18","2,18","2,18","2,18","","0,00%"
"03.10.2018","2,18","2,18","2,18","2,18","","0,00%"
"02.10.2018","2,18","2,18","2,18","2,18","","0,00%"
"01.10.2018","2,18","2,18","2,18","2,18","","0,00%"
"28.09.2018","2,18","2,18","2,18","2,18","","0,00%"
"27.09.2018","2,18","2,18","2,18","2,18","","12,95%"
"26.09.2018","1,93","1,93","1,93","1,93","","0,00%"
"25.09.2018","1,93","1,93","1,93","1,93","","0,00%"
"24.09.2018","1,93","1,93","1,93","1,93","","0,52%"
"21.09.2018","1,92","1,92","1,92","1,92","","0,00%"
"20.09.2018","1,92","1,92","1,92","1,92","","0,00%"
"19.09.2018","1,92","1,92","1,92","1,92","","0,00%"
"18.09.2018","1,92","1,92","1,92","1,92","","0,00%"
"17.09.2018","1,92","1,92","1,92","1,92","","0,00%"
"14.09.2018","1,92","1,92","1,92","1,92","","0,00%"
"13.09.2018","1,92","1,92","1,92","1,92","","0,00%"
"12.09.2018","1,92","1,92","1,92","1,92","","0,00%"
"11.09.2018","1,92","1,92","1,92","1,92","","0,00%"
"10.09.2018","1,92","1,92","1,92","1,92","","0,00%"
"07.09.2018","1,92","1,92","1,92","1,92","","0,00%"
"06.09.2018","1,92","1,92","1,92","1,92","","0,00%"
"05.09.2018","1,92","1,92","1,92","1,92","","0,00%"
"04.09.2018","1,92","1,92","1,92","1,92","","0,52%"
"31.08.2018","1,91","1,91","1,91","1,91","","-0,52%"
"30.08.2018","1,92","1,92","1,92","1,92","","0,00%"
"29.08.2018","1,92","1,92","1,92","1,92","","0,00%"
"28.08.2018","1,92","1,92","1,92","1,92","","0,00%"
"27.08.2018","1,92","1,92","1,92","1,92","","0,00%"
"24.08.2018","1,92","1,92","1,92","1,92","","0,00%"
"23.08.2018","1,92","1,92","1,92","1,92","","0,00%"
"22.08.2018","1,92","1,92","1,92","1,92","","0,00%"
"21.08.2018","1,92","1,92","1,92","1,92","","0,00%"
"20.08.2018","1,92","1,92","1,92","1,92","","0,00%"
"17.08.2018","1,92","1,92","1,92","1,92","","0,00%"
"16.08.2018","1,92","1,92","1,92","1,92","","0,52%"
"15.08.2018","1,91","1,91","1,91","1,91","","0,00%"
"14.08.2018","1,91","1,91","1,91","1,91","","0,00%"
"13.08.2018","1,91","1,91","1,91","1,91","","0,00%"
"10.08.2018","1,91","1,91","1,91","1,91","","0,00%"
"09.08.2018","1,91","1,91","1,91","1,91","","0,00%"
"08.08.2018","1,91","1,91","1,91","1,91","","0,00%"
"07.08.2018","1,91","1,91","1,91","1,91","","0,00%"
"06.08.2018","1,91","1,91","1,91","1,91","","0,00%"
"03.08.2018","1,91","1,91","1,91","1,91","","0,00%"
"02.08.2018","1,91","1,91","1,91","1,91","","0,00%"
"01.08.2018","1,91","1,91","1,91","1,91","","0,00%"
"31.07.2018","1,91","1,91","1,91","1,91","","0,00%"
"30.07.2018","1,91","1,91","1,91","1,91","","0,00%"
"27.07.2018","1,91","1,91","1,91","1,91","","0,00%"
"26.07.2018","1,91","1,91","1,91","1,91","","0,00%"
"25.07.2018","1,91","1,91","1,91","1,91","","0,00%"
"24.07.2018","1,91","1,91","1,91","1,91","","0,00%"
"23.07.2018","1,91","1,91","1,91","1,91","","0,00%"
"20.07.2018","1,91","1,91","1,91","1,91","","0,00%"
"19.07.2018","1,91","1,91","1,91","1,91","","0,00%"
"18.07.2018","1,91","1,91","1,91","1,91","","0,00%"
"17.07.2018","1,91","1,91","1,91","1,91","","0,00%"
"16.07.2018","1,91","1,91","1,91","1,91","","0,00%"
"13.07.2018","1,91","1,91","1,91","1,91","","0,00%"
"12.07.2018","1,91","1,91","1,91","1,91","","0,00%"
"11.07.2018","1,91","1,91","1,91","1,91","","0,00%"
"10.07.2018","1,91","1,91","1,91","1,91","","0,00%"
"09.07.2018","1,91","1,91","1,91","1,91","","0,00%"
"06.07.2018","1,91","1,91","1,91","1,91","","0,00%"
"05.07.2018","1,91","1,91","1,91","1,91","","0,00%"
"03.07.2018","1,91","1,91","1,91","1,91","","0,00%"
"02.07.2018","1,91","1,91","1,91","1,91","","0,00%"
"29.06.2018","1,91","1,91","1,91","1,91","","0,00%"
"28.06.2018","1,91","1,91","1,91","1,91","","0,00%"
"27.06.2018","1,91","1,91","1,91","1,91","","-0,52%"
"26.06.2018","1,92","1,92","1,92","1,92","","0,00%"
"25.06.2018","1,92","1,92","1,92","1,92","","0,00%"
"22.06.2018","1,92","1,92","1,92","1,92","","0,00%"
"21.06.2018","1,92","1,92","1,92","1,92","","0,00%"
"20.06.2018","1,92","1,92","1,92","1,92","","0,52%"
"19.06.2018","1,91","1,91","1,91","1,91","","0,53%"
"18.06.2018","1,90","1,90","1,90","1,90","","0,00%"
"15.06.2018","1,90","1,90","1,90","1,90","","0,00%"
"14.06.2018","1,90","1,90","1,90","1,90","","11,76%"
"13.06.2018","1,70","1,70","1,70","1,70","","0,00%"
"12.06.2018","1,70","1,70","1,70","1,70","","0,00%"
"11.06.2018","1,70","1,70","1,70","1,70","","0,00%"
"08.06.2018","1,70","1,70","1,70","1,70","","0,00%"
"07.06.2018","1,70","1,70","1,70","1,70","","0,00%"
"06.06.2018","1,70","1,70","1,70","1,70","","0,00%"
"05.06.2018","1,70","1,70","1,70","1,70","","0,00%"
"04.06.2018","1,70","1,70","1,70","1,70","","0,00%"
"01.06.2018","1,70","1,70","1,70","1,70","","0,00%"
"31.05.2018","1,70","1,70","1,70","1,70","","0,00%"
"30.05.2018","1,70","1,70","1,70","1,70","","0,00%"
"29.05.2018","1,70","1,70","1,70","1,70","","0,00%"
"25.05.2018","1,70","1,70","1,70","1,70","","0,00%"
"24.05.2018","1,70","1,70","1,70","1,70","","0,00%"
"23.05.2018","1,70","1,70","1,70","1,70","","0,00%"
"22.05.2018","1,70","1,70","1,70","1,70","","0,00%"
"21.05.2018","1,70","1,70","1,70","1,70","","0,00%"
"18.05.2018","1,70","1,70","1,70","1,70","","0,00%"
"17.05.2018","1,70","1,70","1,70","1,70","","0,00%"
"16.05.2018","1,70","1,70","1,70","1,70","","0,00%"
"15.05.2018","1,70","1,70","1,70","1,70","","0,00%"
"14.05.2018","1,70","1,70","1,70","1,70","","0,00%"
"11.05.2018","1,70","1,70","1,70","1,70","","0,00%"
"10.05.2018","1,70","1,70","1,70","1,70","","0,00%"
"09.05.2018","1,70","1,70","1,70","1,70","","0,00%"
"08.05.2018","1,70","1,70","1,70","1,70","","0,00%"
"07.05.2018","1,70","1,70","1,70","1,70","","0,00%"
"04.05.2018","1,70","1,70","1,70","1,70","","0,00%"
"03.05.2018","1,70","1,70","1,70","1,70","","0,00%"
"02.05.2018","1,70","1,70","1,70","1,70","","0,00%"
"01.05.2018","1,70","1,70","1,70","1,70","","0,59%"
"30.04.2018","1,69","1,69","1,69","1,69","","-0,59%"
"27.04.2018","1,70","1,70","1,70","1,70","","0,00%"
"26.04.2018","1,70","1,70","1,70","1,70","","0,00%"
"25.04.2018","1,70","1,70","1,70","1,70","","0,00%"
"24.04.2018","1,70","1,70","1,70","1,70","","0,00%"
"23.04.2018","1,70","1,70","1,70","1,70","","0,00%"
"20.04.2018","1,70","1,70","1,70","1,70","","0,59%"
"19.04.2018","1,69","1,69","1,69","1,69","","0,00%"
"18.04.2018","1,69","1,69","1,69","1,69","","0,00%"
"17.04.2018","1,69","1,69","1,69","1,69","","0,00%"
"16.04.2018","1,69","1,69","1,69","1,69","","0,00%"
"13.04.2018","1,69","1,69","1,69","1,69","","0,00%"
"12.04.2018","1,69","1,69","1,69","1,69","","0,00%"
"11.04.2018","1,69","1,69","1,69","1,69","","0,00%"
"10.04.2018","1,69","1,69","1,69","1,69","","0,00%"
"09.04.2018","1,69","1,69","1,69","1,69","","0,00%"
"06.04.2018","1,69","1,69","1,69","1,69","","0,00%"
"05.04.2018","1,69","1,69","1,69","1,69","","0,00%"
"04.04.2018","1,69","1,69","1,69","1,69","","0,00%"
"03.04.2018","1,69","1,69","1,69","1,69","","0,60%"
"02.04.2018","1,68","1,68","1,68","1,68","","0,60%"
"30.03.2018","1,67","1,67","1,67","1,67","","-0,60%"
"29.03.2018","1,68","1,68","1,68","1,68","","0,00%"
"28.03.2018","1,68","1,68","1,68","1,68","","0,00%"
"27.03.2018","1,68","1,68","1,68","1,68","","0,00%"
"26.03.2018","1,68","1,68","1,68","1,68","","0,00%"
"23.03.2018","1,68","1,68","1,68","1,68","","0,00%"
"22.03.2018","1,68","1,68","1,68","1,68","","16,67%"
"21.03.2018","1,44","1,44","1,44","1,44","","0,00%"
"20.03.2018","1,44","1,44","1,44","1,44","","0,70%"
"19.03.2018","1,43","1,43","1,43","1,43","","0,00%"
"16.03.2018","1,43","1,43","1,43","1,43","","0,00%"
"15.03.2018","1,43","1,43","1,43","1,43","","0,70%"
"14.03.2018","1,42","1,42","1,42","1,42","","0,00%"
"13.03.2018","1,42","1,42","1,42","1,42","","0,00%"
"12.03.2018","1,42","1,42","1,42","1,42","","0,00%"
"09.03.2018","1,42","1,42","1,42","1,42","","0,00%"
"08.03.2018","1,42","1,42","1,42","1,42","","0,00%"
"07.03.2018","1,42","1,42","1,42","1,42","","0,00%"
"06.03.2018","1,42","1,42","1,42","1,42","","0,00%"
"05.03.2018","1,42","1,42","1,42","1,42","","0,00%"
"02.03.2018","1,42","1,42","1,42","1,42","","0,00%"
"01.03.2018","1,42","1,42","1,42","1,42","","5,19%"
"28.02.2018","1,35","1,35","1,35","1,35","","-4,93%"
"27.02.2018","1,42","1,42","1,42","1,42","","0,00%"
"26.02.2018","1,42","1,42","1,42","1,42","","0,00%"
"23.02.2018","1,42","1,42","1,42","1,42","","0,00%"
"22.02.2018","1,42","1,42","1,42","1,42","","0,00%"
"21.02.2018","1,42","1,42","1,42","1,42","","0,00%"
"20.02.2018","1,42","1,42","1,42","1,42","","0,00%"
"16.02.2018","1,42","1,42","1,42","1,42","","0,00%"
"15.02.2018","1,42","1,42","1,42","1,42","","0,00%"
"14.02.2018","1,42","1,42","1,42","1,42","","0,00%"
"13.02.2018","1,42","1,42","1,42","1,42","","0,00%"
"12.02.2018","1,42","1,42","1,42","1,42","","0,00%"
"09.02.2018","1,42","1,42","1,42","1,42","","0,00%"
"08.02.2018","1,42","1,42","1,42","1,42","","0,00%"
"07.02.2018","1,42","1,42","1,42","1,42","","0,00%"
"06.02.2018","1,42","1,42","1,42","1,42","","0,00%"
"05.02.2018","1,42","1,42","1,42","1,42","","0,00%"
"02.02.2018","1,42","1,42","1,42","1,42","","0,00%"
"01.02.2018","1,42","1,42","1,42","1,42","","5,97%"
"31.01.2018","1,34","1,34","1,34","1,34","","-5,63%"
"30.01.2018","1,42","1,42","1,42","1,42","","0,00%"
"29.01.2018","1,42","1,42","1,42","1,42","","0,00%"
"26.01.2018","1,42","1,42","1,42","1,42","","0,00%"
"25.01.2018","1,42","1,42","1,42","1,42","","0,00%"
"24.01.2018","1,42","1,42","1,42","1,42","","0,00%"
"23.01.2018","1,42","1,42","1,42","1,42","","0,00%"
"22.01.2018","1,42","1,42","1,42","1,42","","0,00%"
"19.01.2018","1,42","1,42","1,42","1,42","","0,00%"
"18.01.2018","1,42","1,42","1,42","1,42","","0,00%"
"17.01.2018","1,42","1,42","1,42","1,42","","0,00%"
"16.01.2018","1,42","1,42","1,42","1,42","","0,00%"
